Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,DistrictSize,PriceOneRoom,PriceOneRoomByDistrict,RoomSquare,Floor_cat,Floor_cat_qcut,HouseFloor_cat
6452,999,2.0,54.522804902937104,31.75975305618809,1.0,8,12.0,1999,0.090799103,1,1,74,19083,2,1824.0896226415093,5,15,1,229220.3726091401,15,114610.18630457004,129339.26816358854,27.261402451468552,2,2,2
2408,57,3.0,68.10273923286483,39.3114930561345,8.0,6,12.0,1980,0.133215333,1,1,49,11395,3,1406.0,3,4,0,252481.9083226248,107,84160.6361075416,121811.56380831767,22.70091307762161,2,2,2
10953,27,1.0,53.76909713652528,52.40802696611313,1.0,2,4.0,1977,0.072157581,1,1,2,629,1,1007.7811764705882,0,0,0,140647.56593684404,851,140647.56593684404,94738.78010510074,53.76909713652528,1,1,1
2823,999,3.0,73.6122247317727,53.89208948435271,6.0,4,9.0,1979,0.037177818,1,1,52,11217,1,2300.0,1,7,1,89084.32787608178,15,29694.775958693925,129339.26816358854,24.537408243924233,1,1,2
2119,27,2.0,49.360647800323534,31.993963547007414,5.0,3,5.0,1983,0.051815435,1,1,5,1227,0,1007.7811764705882,0,0,1,117000.381286696,851,58500.190643348,94738.78010510074,24.680323900161767,1,1,1
3000,34,2.0,57.96996422253015,32.01248263525128,9.0,6,14.0,2001,0.069753361,1,1,53,13670,4,811.3621621621621,1,11,1,231828.43766693235,111,115914.21883346618,129738.6515885499,28.984982111265076,2,2,2
2829,57,1.0,44.51348081256669,23.1134231345738,8.0,6,12.0,1983,0.133215333,1,1,49,11395,3,1406.0,3,4,0,183743.23046424173,107,183743.23046424173,121811.56380831767,44.51348081256669,2,2,2
4909,999,3.0,110.95979224728354,56.99676490132151,11.0,16,25.0,2012,0.000991363,1,1,33,6783,3,811.3621621621621,1,9,1,394895.3259868009,15,131631.77532893364,129339.26816358854,36.98659741576118,2,3,3
8862,999,3.0,103.60529197422832,47.79942626246952,10.0,12,17.0,2002,0.319809354,1,1,25,4756,16,2857.0,5,8,1,521919.0573998705,15,173973.01913329016,129339.26816358854,34.53509732474277,2,3,2
11935,27,2.0,64.71183493873933,63.71183493873933,1.0,1,1.0,1977,0.2114012139999999,1,1,9,1892,0,1007.7811764705882,0,1,1,127200.02651097004,851,63600.01325548502,94738.78010510074,32.355917469369665,1,1,1
11852,999,1.0,41.66864965650633,20.207761889892915,10.0,19,22.0,1996,0.041124634,1,1,46,9515,5,811.3621621621621,1,10,1,215083.96905610108,15,215083.96905610108,129339.26816358854,41.66864965650633,3,3,3
6641,999,3.0,118.90761184257369,118.90761184257369,0.0,2,17.0,1977,0.006076152,1,1,30,5285,0,645.0,6,6,1,571069.0526003882,15,190356.35086679607,129339.26816358854,39.63587061419123,1,1,2
7704,999,3.0,62.18053598937177,44.16969407540736,5.0,4,5.0,1964,0.020741326,1,1,24,5613,5,1340.0,2,5,1,241718.0995266293,15,80572.69984220977,129339.26816358854,20.72684532979059,1,1,1
5073,74,2.0,82.66791473448255,81.66791473448255,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,244145.82706857228,114,122072.91353428614,127646.56495323495,41.333957367241275,2,3,2
4378,27,3.0,106.95887123511147,0.6418221077821484,0.0,17,17.0,2018,0.072157581,1,1,2,629,1,1007.7811764705882,0,0,0,337299.8679364438,851,112433.28931214794,94738.78010510074,35.65295707837049,2,3,2
7550,23,2.0,64.55620925344805,63.556209253448046,1.0,8,17.0,1977,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,173910.92372317292,565,86955.46186158646,76232.42437168532,32.27810462672402,2,2,2
8054,23,1.0,42.530043258688565,43.96775892567469,1.0,3,9.0,2014,0.034656082,1,1,0,168,0,1007.7811764705882,0,0,1,95338.19854860756,565,95338.19854860756,76232.42437168532,42.530043258688565,1,1,2
522,11,2.0,48.37223191245333,31.00758147862463,6.0,4,9.0,1972,0.0001696759999999,1,1,36,5992,0,811.3621621621621,1,1,1,213374.1664030486,129,106687.0832015243,100098.98421580424,24.186115956226665,1,1,2
89,999,2.0,39.43535081853332,23.37768698871145,7.0,9,9.0,1965,0.007658515,1,1,35,7077,56,2301.0,3,19,1,283877.6171417454,15,141938.8085708727,129339.26816358854,19.71767540926666,2,2,2
4785,61,1.0,41.7651555000357,19.3431856771646,9.0,12,16.0,1984,0.300322518,1,1,52,10311,6,811.3621621621621,1,9,1,189007.2389442105,118,189007.2389442105,119679.37826318154,41.7651555000357,2,3,2
13253,27,2.0,63.67911598308709,37.275774657400376,1.0,9,15.0,1977,0.017647053,1,1,2,469,0,1007.7811764705882,0,0,1,178721.7063373904,851,89360.8531686952,94738.78010510074,31.839557991543543,2,2,2
13905,44,1.0,34.767226881668705,18.209648101536548,6.0,7,9.0,1972,0.036122292,1,1,24,4378,0,1036.0,1,1,1,154928.80993818038,104,154928.80993818038,125925.65600234266,34.767226881668705,2,2,2
8384,999,2.0,42.17678220950819,28.085689937853196,5.0,2,5.0,1965,0.265088676,1,1,37,5288,0,1937.0,3,2,1,176344.82040566398,15,88172.41020283199,129339.26816358854,21.088391104754095,1,1,1
6486,999,3.0,85.28038875664878,58.44796717906255,9.0,3,5.0,1960,0.0,1,1,33,7425,1,1010.7083333333334,2,5,1,402871.9163172412,15,134290.63877241375,129339.26816358854,28.42679625221626,1,1,1
11703,23,1.0,41.11876598003856,40.11876598003856,1.0,4,17.0,1977,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,103510.22360146276,565,103510.22360146276,76232.42437168532,41.11876598003856,1,1,2
14591,999,2.0,43.70166178867073,26.350358249023103,5.0,5,9.0,1961,0.0150168919999999,1,1,17,3079,59,2890.0,0,8,1,287056.01254272985,15,143528.00627136492,129339.26816358854,21.850830894335363,1,2,2
8224,999,3.0,77.8739361356098,48.99113289942049,12.0,9,25.0,2012,0.0,1,1,36,6714,2,2672.0,0,2,1,191550.1213566216,15,63850.0404522072,129339.26816358854,25.95797871186993,2,2,3
9371,23,2.0,60.503248324677,60.503248324677,0.0,16,17.0,1977,0.034656082,1,1,0,168,0,1007.7811764705882,0,0,1,229778.0579017187,565,114889.02895085936,76232.42437168532,30.2516241623385,2,3,2
10739,999,2.0,45.25713880537702,32.61382570011897,5.0,4,5.0,1971,0.033493708,1,1,66,10573,1,1322.0,3,8,1,171266.94942738526,15,85633.47471369263,129339.26816358854,22.62856940268851,1,1,1
1853,999,3.0,58.4198155580721,37.27561392063118,5.0,5,5.0,1963,0.225824954,0,1,41,6558,7,1548.0,3,2,1,197456.9208142761,15,65818.97360475869,129339.26816358854,19.4732718526907,1,2,1
9833,1,2.0,56.49431782042168,54.72356903322895,0.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,196078.90728935655,652,98039.45364467827,106080.89813984977,28.24715891021084,2,2,2
175,23,2.0,58.692132931238426,57.692132931238426,1.0,16,17.0,1977,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,184501.01122512695,565,92250.50561256347,76232.42437168532,29.346066465619213,2,3,2
10521,999,3.0,104.21139562017449,106.34040255951888,0.0,9,17.0,2017,0.060753049,1,1,15,2787,2,520.0,0,7,1,435462.0480700058,15,145154.01602333525,129339.26816358854,34.7371318733915,2,2,2
7008,21,2.0,48.85174210675612,33.53343210586304,5.0,5,5.0,1970,0.194489265,1,1,47,8004,3,125.0,3,5,1,183826.3165224307,165,91913.15826121534,104448.24792456871,24.42587105337806,1,2,1
1821,23,2.0,49.92948862213306,48.92948862213306,1.0,9,12.0,1977,0.034656082,1,1,0,168,0,1007.7811764705882,0,0,1,88464.4253950588,565,44232.2126975294,76232.42437168532,24.96474431106653,2,2,2
14292,999,1.0,41.53813827372754,23.292934580888872,8.0,7,16.0,1981,0.0144231139999999,1,1,19,3806,4,1007.7811764705882,0,3,1,234052.2655266131,15,234052.2655266131,129339.26816358854,41.53813827372754,2,2,2
7596,23,1.0,47.08010024748141,46.80798919400547,12.0,3,9.0,1977,0.014072961,1,1,2,475,0,1007.7811764705882,0,0,1,96029.1678773352,565,96029.1678773352,76232.42437168532,47.08010024748141,1,1,2
13393,999,1.0,41.27061351984075,20.45594534035546,7.0,8,14.0,2003,0.195781053,1,1,23,5212,6,1363.3778767631775,3,2,1,214733.34225833853,15,214733.34225833853,129339.26816358854,41.27061351984075,2,2,2
2221,999,1.0,35.39023537965956,21.675589451961883,5.0,3,5.0,1963,0.21843974,1,1,21,4472,6,1450.0,4,7,0,172795.8670771811,15,172795.8670771811,129339.26816358854,35.39023537965956,1,1,1
10103,999,1.0,35.28089402875877,23.354176234674952,6.0,5,9.0,1971,0.282797669,1,1,33,8667,2,1007.7811764705882,0,6,1,148862.21017433386,15,148862.21017433386,129339.26816358854,35.28089402875877,1,2,2
2301,1,2.0,61.400054374659,65.22460279642264,0.0,17,22.0,2016,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,199215.45222932717,652,99607.72611466359,106080.89813984977,30.7000271873295,2,3,3
6455,44,1.0,31.893483476039908,20.94667055523254,7.0,3,14.0,1973,0.175054867,1,1,36,10055,3,811.3621621621621,1,0,1,182946.36203104112,104,182946.36203104112,125925.65600234266,31.893483476039908,1,1,2
16334,1,1.0,42.41417613853096,41.41417613853096,1.0,14,17.0,1977,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,156476.61434830475,652,156476.61434830475,106080.89813984977,42.41417613853096,2,3,2
3963,999,3.0,60.49673620327934,38.70193286627448,6.0,4,9.0,1980,0.041124634,1,1,46,9515,5,811.3621621621621,1,10,1,276349.9122838608,15,92116.6374279536,129339.26816358854,20.165578734426447,1,1,2
10065,999,2.0,54.47743204165913,31.149444195768496,7.0,14,22.0,1991,0.150817539,1,1,16,3433,4,2643.0,4,5,1,279119.9134223016,15,139559.9567111508,129339.26816358854,27.238716020829564,2,3,3
3203,23,2.0,56.21870163187176,55.21870163187176,1.0,3,3.0,1977,0.005767451,1,1,1,388,0,1007.7811764705882,0,0,1,90303.66568299792,565,45151.83284149896,76232.42437168532,28.10935081593588,1,1,1
1982,999,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970,0.118537385,1,1,30,6207,1,1183.0,1,0,1,147636.76035604486,15,147636.76035604486,129339.26816358854,38.007936217693626,1,1,2
12393,11,2.0,57.32249447212715,31.78800632302188,10.0,5,16.0,1980,0.0001696759999999,1,1,36,5992,0,811.3621621621621,1,1,1,242402.234569005,129,121201.1172845025,100098.98421580424,28.661247236063573,1,2,2
16601,999,2.0,47.31752643089487,31.100516771763807,6.0,6,12.0,1975,0.127375905,1,1,43,8429,3,1363.3778767631775,3,9,1,207641.6759898469,15,103820.83799492345,129339.26816358854,23.658763215447436,2,2,2
4191,1,2.0,65.02389875686265,64.02389875686265,1.0,10,17.0,1977,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,197343.7979853104,652,98671.8989926552,106080.89813984977,32.511949378431325,2,3,2
7619,999,2.0,54.78732376431341,33.512142879434535,8.0,1,12.0,1978,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,100471.95261307228,15,50235.97630653614,129339.26816358854,27.393661882156707,1,1,2
7605,6,1.0,42.50553193590355,41.50553193590355,1.0,6,12.0,2014,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,113617.2195706784,511,113617.2195706784,94232.67051796374,42.50553193590355,2,2,2
9723,52,2.0,64.14115197487071,63.14115197487071,1.0,5,17.0,1977,0.371148999,1,1,34,7065,1,750.0,2,5,1,158148.93648361234,143,79074.46824180617,97309.45887854553,32.070575987435355,1,2,2
11398,62,1.0,41.19418849786451,41.19418849786451,0.0,6,17.0,1977,0.072157581,1,1,2,629,1,1007.7811764705882,0,0,0,114063.0920409234,247,114063.0920409234,102579.53665948348,41.19418849786451,2,2,2
3759,999,2.0,57.95597269122313,32.27257840039711,9.0,17,17.0,2001,0.151346216,1,0,32,5889,10,830.0,4,1,1,339414.5500190396,15,169707.2750095198,129339.26816358854,28.977986345611566,2,3,2
8443,57,2.0,45.96488978915266,29.14121181617378,5.0,2,5.0,1963,0.133215333,1,1,49,11395,3,1406.0,3,4,0,180538.89892241484,107,90269.44946120742,121811.56380831767,22.98244489457633,1,1,1
1063,999,1.0,42.67884386982604,23.918634033545924,8.0,7,12.0,1983,6.99893e-05,1,1,46,10309,1,240.0,1,16,1,179784.4733339991,15,179784.4733339991,129339.26816358854,42.67884386982604,2,2,2
6925,27,2.0,64.92910276079539,63.30460517784749,10.0,15,17.0,2016,0.072157581,1,1,2,629,1,1007.7811764705882,0,0,0,228584.00107195403,851,114292.00053597701,94738.78010510074,32.464551380397694,2,3,2
10362,27,2.0,79.22704893716298,79.22704893716298,0.0,9,17.0,1977,0.072157581,1,1,2,629,1,1007.7811764705882,0,0,0,167023.97314312926,851,83511.98657156463,94738.78010510074,39.61352446858149,2,2,2
2136,74,2.0,84.68773160202026,81.90555163617604,0.0,12,17.0,2017,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,243479.876105312,114,121739.938052656,127646.56495323495,42.34386580101013,2,3,2
14675,74,1.0,52.45758937232919,52.42334455610409,0.0,5,17.0,1977,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,160292.1637018166,114,160292.1637018166,127646.56495323495,52.45758937232919,1,2,2
9413,999,1.0,39.42966643301249,18.519732724337832,9.0,2,16.0,1981,0.16909109,1,1,19,3856,10,1010.7083333333334,2,5,1,174952.64419069275,15,174952.64419069275,129339.26816358854,39.42966643301249,1,1,2
4014,6,2.0,63.18442201310369,61.142893772269815,1.0,17,17.0,2016,0.2432045189999999,1,1,5,1564,0,540.0,0,0,1,190762.98155043615,511,95381.49077521807,94232.67051796374,31.592211006551846,2,3,2
12246,9,1.0,50.2991671506794,24.3496040418,9.0,11,16.0,2006,0.136244425,1,1,11,2370,0,1007.7811764705882,0,1,1,197101.04908793507,294,197101.04908793507,96749.26169070917,50.2991671506794,2,3,2
14020,34,1.0,47.90932737998547,42.78238540963263,1.0,1,1.0,2016,0.069753361,1,1,53,13670,4,811.3621621621621,1,11,1,181167.64240357088,111,181167.64240357088,129738.6515885499,47.90932737998547,1,1,1
2435,999,4.0,65.55983414534953,47.69625495229669,6.0,6,9.0,1976,0.037177818,1,1,52,11217,1,2300.0,1,7,1,266989.0161418366,15,66747.25403545915,129339.26816358854,16.38995853633738,2,2,2
7758,999,1.0,39.24892718662953,21.592325047856097,7.0,13,17.0,2009,0.007658515,1,1,35,7077,56,2301.0,3,19,1,254236.325085562,15,254236.325085562,129339.26816358854,39.24892718662953,2,3,2
12162,999,1.0,39.25255481200749,19.394250723900623,7.0,1,16.0,1985,0.000991363,1,1,33,6783,3,811.3621621621621,1,9,1,184737.9210694037,15,184737.9210694037,129339.26816358854,39.25255481200749,1,1,2
15600,999,2.0,49.88874002058505,31.603650465162,6.0,9,12.0,1974,0.0,1,1,23,3684,2,1007.7811764705882,0,4,1,261086.02440592507,15,130543.01220296253,129339.26816358854,24.944370010292523,2,2,2
6832,999,2.0,62.78380934113364,35.222368111513255,10.0,5,10.0,1994,0.041116354,1,1,53,14892,4,811.3621621621621,1,4,1,259293.02212247785,15,129646.51106123893,129339.26816358854,31.39190467056682,1,2,2
2952,999,2.0,58.43360726566507,31.08698930261341,8.0,3,14.0,1970,0.210473241,1,1,11,2398,2,1994.0,3,0,1,116661.59548998011,15,58330.79774499006,129339.26816358854,29.216803632832534,1,1,2
2855,999,2.0,61.71855284835026,33.0401150131786,10.0,10,11.0,2000,0.0,1,1,30,5562,0,1007.7811764705882,0,5,0,267609.8272514647,15,133804.91362573236,129339.26816358854,30.85927642417513,2,3,2
7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979,0.194489265,1,1,47,8004,3,125.0,3,5,1,153038.21948532813,165,153038.21948532813,104448.24792456871,42.5012260708919,1,1,2
11248,27,2.0,54.58323128280291,33.32030228893807,11.0,2,9.0,2000,0.041116354,1,1,53,14892,4,811.3621621621621,1,4,1,238779.4476509319,851,119389.72382546595,94738.78010510074,27.291615641401457,1,1,2
9613,999,3.0,127.48158341963554,126.48158341963554,1.0,1,1.0,2012,0.3139245519999999,1,1,22,4625,11,3855.0,2,10,1,510700.4447348914,15,170233.48157829713,129339.26816358854,42.49386113987851,1,1,1
16674,999,2.0,47.14562641451781,30.738284138231357,5.0,9,9.0,1976,0.127375905,1,1,43,8429,3,1363.3778767631775,3,9,1,210364.3147189588,15,105182.1573594794,129339.26816358854,23.572813207258903,2,2,2
3918,999,2.0,48.07704110377844,28.835116601308275,5.0,5,9.0,1968,0.175054867,1,1,36,10055,3,811.3621621621621,1,0,1,198183.0769195046,15,99091.5384597523,129339.26816358854,24.03852055188922,1,2,2
11902,999,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994,0.0,1,1,27,4798,0,30.0,2,8,1,243824.7929712899,15,121912.39648564495,129339.26816358854,26.04109146986554,2,2,2
13395,999,2.0,50.29076173681866,32.46080944051039,6.0,12,12.0,1973,0.089039719,1,1,33,7976,5,1007.7811764705882,0,11,1,242107.0978653341,15,121053.54893266705,129339.26816358854,25.14538086840933,2,3,2
1836,999,2.0,49.03078774789541,31.91889562577639,8.0,2,5.0,1964,0.306977489,1,1,27,5148,14,1575.0,5,7,1,212786.0017001436,15,106393.0008500718,129339.26816358854,24.515393873947705,1,1,1
1671,999,3.0,58.57037093462772,37.434125981371615,5.0,4,5.0,1961,0.341071945,1,1,27,5664,48,2300.0,3,11,1,305732.5862953504,15,101910.86209845013,129339.26816358854,19.52345697820924,1,1,1
9558,999,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973,0.4288258179999999,1,1,25,5011,8,730.0,0,2,1,156375.02000227175,15,156375.02000227175,129339.26816358854,34.19820977216433,2,2,2
13887,999,3.0,74.97105425768765,46.23924761599082,10.0,16,17.0,1987,0.0,1,1,23,5067,4,1010.7083333333334,2,6,1,415398.57303062605,15,138466.19101020868,129339.26816358854,24.990351419229217,2,3,2
4280,34,2.0,61.33496777880346,4.091944920685359,1.0,1,1.0,2014,0.069753361,1,1,53,13670,4,811.3621621621621,1,11,1,286564.4419718113,111,143282.22098590565,129738.6515885499,30.66748388940173,1,1,1
14319,27,2.0,58.93727974313555,34.74006979324089,11.0,2,7.0,1998,0.041116354,1,1,53,14892,4,811.3621621621621,1,4,1,217349.25658949924,851,108674.62829474962,94738.78010510074,29.468639871567774,1,1,2
13671,999,3.0,63.728236554474776,38.960935131663554,6.0,9,9.0,1971,0.149666373,1,1,22,4789,2,4087.0,4,1,1,291058.0808994419,15,97019.36029981397,129339.26816358854,21.24274551815826,2,2,2
9753,23,1.0,41.84569772836166,40.84569772836166,1.0,14,17.0,1977,0.075778755,1,1,6,1437,3,1007.7811764705882,0,2,1,110620.6293204901,565,110620.6293204901,76232.42437168532,41.84569772836166,2,3,2
13577,61,1.0,33.646711450929125,21.423552980052552,5.0,8,9.0,1975,0.300322518,1,1,52,10311,6,811.3621621621621,1,9,1,165018.9484643495,118,165018.9484643495,119679.37826318154,33.646711450929125,2,2,2
14756,1,1.0,50.61776843485736,46.50567613406383,1.0,10,24.0,1977,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,175188.95821584578,652,175188.95821584578,106080.89813984977,50.61776843485736,2,3,3
3973,1,2.0,62.96990315347616,31.74561055395469,10.0,14,14.0,2014,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,92127.0617882676,652,46063.5308941338,106080.89813984977,31.48495157673808,2,3,2
13957,999,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005,0.0,1,1,47,11319,0,1145.0,3,5,1,274570.7175007904,15,137285.3587503952,129339.26816358854,29.455959042595826,2,3,2
11765,23,2.0,48.76013224783535,47.76013224783535,1.0,3,3.0,1977,0.034656082,1,1,0,168,0,1007.7811764705882,0,0,1,113250.4265003472,565,56625.2132501736,76232.42437168532,24.380066123917675,1,1,1
2930,9,2.0,62.34715418212179,61.34715418212179,1.0,1,1.0,1977,0.161531741,1,1,25,5648,1,30.0,2,4,1,184172.97563930124,294,92086.48781965062,96749.26169070917,31.173577091060896,1,1,1
6496,1,2.0,53.18796830353498,34.82049795088077,8.0,7,17.0,1990,0.025609157,1,1,33,5261,0,240.0,3,1,1,241419.59687217,652,120709.798436085,106080.89813984977,26.59398415176749,2,2,2
8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984,0.133215333,1,1,49,11395,3,1406.0,3,4,0,270071.61951510777,107,90023.8731717026,121811.56380831767,21.3383667520044,2,3,2
9970,999,3.0,61.80902159655469,40.44472528024896,6.0,2,9.0,1972,0.0150168919999999,1,1,17,3079,59,2890.0,0,8,1,378581.5411997035,15,126193.84706656785,129339.26816358854,20.603007198851564,1,1,2
3276,27,2.0,62.22456919797416,58.5039850086156,1.0,8,17.0,2016,0.017647053,1,1,2,469,0,1007.7811764705882,0,0,1,192625.0493997445,851,96312.52469987224,94738.78010510074,31.11228459898708,2,2,2
6761,999,2.0,45.59291291275085,27.27845940340863,6.0,3,9.0,1981,0.002211665,1,1,39,7614,3,811.3621621621621,1,5,0,201121.07053639015,15,100560.53526819508,129339.26816358854,22.796456456375424,1,1,2
11448,999,1.0,35.683059286946204,18.66223506733892,7.0,12,12.0,1977,0.4288258179999999,1,1,25,5011,8,730.0,0,2,1,150513.47488734513,15,150513.47488734513,129339.26816358854,35.683059286946204,2,3,2
12428,999,2.0,39.900424683233375,26.477223105164704,6.0,12,14.0,1982,0.282797669,1,1,33,8667,2,1007.7811764705882,0,6,1,204804.84335521163,15,102402.42167760582,129339.26816358854,19.950212341616687,2,3,2
8583,999,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977,0.020741326,1,1,24,5613,5,1340.0,2,5,1,313452.5352345641,15,104484.17841152137,129339.26816358854,21.89448950991444,2,3,2
2516,999,1.0,42.145274302242434,21.30455608889669,10.0,3,14.0,1984,0.265088676,1,1,37,5288,0,1937.0,3,2,1,225889.6912453254,15,225889.6912453254,129339.26816358854,42.145274302242434,1,1,2
14635,999,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963,0.0,1,1,7,1660,39,1786.0,1,5,1,224746.81185663465,15,112373.40592831733,129339.26816358854,21.194783707709007,1,1,1
12377,27,2.0,60.44585456445121,59.44585456445121,1.0,1,1.0,1977,0.072157581,1,1,2,629,1,1007.7811764705882,0,0,0,213798.18515132743,851,106899.09257566372,94738.78010510074,30.222927282225605,1,1,1
14571,999,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011,0.0922906419999999,1,1,21,4346,2,165.0,1,2,1,212821.6747251237,15,212821.6747251237,129339.26816358854,44.570412123654016,3,3,3
3975,1,2.0,65.00927913436702,64.00927913436702,1.0,9,17.0,1977,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,186403.4841889536,652,93201.7420944768,106080.89813984977,32.50463956718351,2,2,2
14822,999,3.0,76.23513674330522,47.001817296653726,10.0,9,17.0,1997,0.0,1,1,30,5562,0,1007.7811764705882,0,5,0,293371.9575586355,15,97790.65251954517,129339.26816358854,25.411712247768406,2,2,2
367,45,1.0,42.367288692851375,40.012528663007295,1.0,2,14.0,2015,0.195781053,1,1,23,5212,6,1363.3778767631775,3,2,1,250466.9807768161,116,250466.9807768161,164907.84037313267,42.367288692851375,1,1,2
9703,999,4.0,98.6867031290387,57.307057812964345,15.0,10,17.0,2008,0.158249043,1,1,21,5731,0,811.3621621621621,1,0,1,373510.0571282724,15,93377.5142820681,129339.26816358854,24.671675782259676,2,3,2
10935,999,3.0,60.4381691785688,43.96785075861281,5.0,5,5.0,1965,0.212515361,1,1,19,3293,16,628.0,3,7,1,269680.638174428,15,89893.54605814267,129339.26816358854,20.146056392856266,1,2,1
5267,999,1.0,43.44426635232809,20.7024088953552,8.0,12,17.0,2010,0.020741326,1,1,24,5613,5,1340.0,2,5,1,168601.97480454494,15,168601.97480454494,129339.26816358854,43.44426635232809,2,3,2
8753,999,3.0,85.95230644639722,89.80375267249289,1.0,2,3.0,2017,0.069753361,1,1,53,13670,4,811.3621621621621,1,11,1,309688.5926806599,15,103229.5308935533,129339.26816358854,28.65076881546574,1,1,1
11279,999,2.0,74.44137733392218,35.64026901404005,9.0,23,25.0,2004,0.000991363,1,1,33,6783,3,811.3621621621621,1,9,1,435909.1097547888,15,217954.5548773944,129339.26816358854,37.22068866696109,3,3,3
8691,1,2.0,55.2332130691251,54.2332130691251,1.0,13,17.0,1977,0.0071223169999999,1,1,1,264,0,1007.7811764705882,0,1,1,184324.9008862336,652,92162.4504431168,106080.89813984977,27.61660653456255,2,3,2
